# vx vy dx
6.299504793919918200e+01 5.381540286748847279e+01 6.952706423676605709e+02
7.010796887949896927e+01 8.952749961256364486e+01 1.255925620445830873e+03
9.021761810899202771e+01 9.524217327630964292e+01 1.752824864539937835e+03
8.992903954105968012e+01 5.571851403716210882e+01 1.025000254675076349e+03
7.563546574878790807e+01 8.851204761358255269e+01 1.372623844476836211e+03
8.370812681048079185e+01 7.085244719523763024e+01 1.227759402115497778e+03
7.231005518505516250e+01 7.661295786885281700e+01 1.116826451223957520e+03
7.641795592408477944e+01 8.505164924924331160e+01 1.312155278741689244e+03
7.284456933611335216e+01 9.740665533130119513e+01 1.449793800768978144e+03
8.308020228272816610e+01 8.345753775716174516e+01 1.421852023870758558e+03
7.354901774440777729e+01 8.090379789366863861e+01 1.221551168717126984e+03
7.304804424844361677e+01 5.918342824946338965e+01 8.664062318869291630e+02
8.445086631061498395e+01 7.251680458871021528e+01 1.243313506306008549e+03
8.281707944494404217e+01 8.236265880192223676e+01 1.402948066783419790e+03
5.773304600669083442e+01 7.351139638598311876e+01 8.756651881916745879e+02
9.872413552490837674e+01 7.380710689370397404e+01 1.492344552151366770e+03
8.357923961857123629e+01 6.687075327116653511e+01 1.122180354972179202e+03
9.878472911761305397e+01 7.379967344642793137e+01 1.490800818050242242e+03
6.913312255342574986e+01 8.211684096449960180e+01 1.153297897669011945e+03
6.146921714423875471e+01 7.307782194783672480e+01 9.171399262986975600e+02
8.080244781443543900e+01 9.788150585052035524e+01 1.602769479802223486e+03
8.504261797979796711e+01 7.094674752239932047e+01 1.238574511157917414e+03
9.205815203621929754e+01 6.912930645889355219e+01 1.301429587414197840e+03
7.553060351697912722e+01 7.127534606504990222e+01 1.079587743530529906e+03
8.786584914100973265e+01 5.961324169449557075e+01 1.070257817771772579e+03
1.078532169700119709e+02 6.543398417664023725e+01 1.446847896089537926e+03
8.218771030461753924e+01 9.891960923035955489e+01 1.675131137214098771e+03
7.974907697505847182e+01 8.093602412137900615e+01 1.315947208989239016e+03
8.575739836352113343e+01 8.280657351266818011e+01 1.429499286258920620e+03
9.023860156343768324e+01 5.152041834424497324e+01 9.575923371503494081e+02
6.832986742654843226e+01 7.107749881960528171e+01 9.969665220516200179e+02
7.342128478903434541e+01 6.875862606589511472e+01 1.037861167845509726e+03
6.928354774494115986e+01 7.378155849545316869e+01 1.028669757816043330e+03
7.820861704895614253e+01 8.159662922926385420e+01 1.295658158771439048e+03
8.333295595345242646e+01 8.903959864143814684e+01 1.524070196280586970e+03
6.978738546113451946e+01 9.581932293598555361e+01 1.368777002550099951e+03
8.987679841704189698e+01 8.762847067734711004e+01 1.582146670038438288e+03
8.524935006089150136e+01 7.567040806400630970e+01 1.305936757662753507e+03
7.662928237804364073e+01 9.183364763452223656e+01 1.433669226312398223e+03
6.072661203363146143e+01 7.089941726773359676e+01 8.779216075320937307e+02
6.414124748522800701e+01 7.428914773184541787e+01 9.815750610007846717e+02
7.380208253105308813e+01 9.477498528527164012e+01 1.433011864757270814e+03
5.543521351586781520e+01 8.733457918606595172e+01 9.794347201614141341e+02
1.061569323215823601e+02 7.382073485813845082e+01 1.598160848127393137e+03
5.418430206557758311e+01 9.012384988623810500e+01 1.004541704183007710e+03
6.995849742890995060e+01 9.245319981119348540e+01 1.321088390975736274e+03
7.460464040691255150e+01 8.332790754180258830e+01 1.283969916889935121e+03
4.266299084419117804e+01 5.260134570438017931e+01 4.431133425650319282e+02
9.592866857572325046e+01 6.715800884713883079e+01 1.310186976555832871e+03
8.028512029073861811e+01 9.531973624765650754e+01 1.542777938185355424e+03
7.323217767836649728e+01 7.674473706631994219e+01 1.155444266470412231e+03
8.005453217780635100e+01 1.007691243733491859e+02 1.650747787863718486e+03
7.044118736650608525e+01 1.069209610662238106e+02 1.534437836545515211e+03
9.374247743151893530e+01 8.595095077301473907e+01 1.645970465266752171e+03
6.654924122874385262e+01 8.683798571665909094e+01 1.184224239867253573e+03
1.073333233890136427e+02 5.064867257932579037e+01 1.110815748448004797e+03
6.460161737319683084e+01 1.065444963214161618e+02 1.402266593273085391e+03
8.557714845343129184e+01 5.866962954602637836e+01 1.030353368764463085e+03
7.111567053769697111e+01 7.065824412189056147e+01 1.034562223598081573e+03
8.235468563981605428e+01 4.925417660692704658e+01 8.166986268309345860e+02
9.618267060809394309e+01 6.793066183422064341e+01 1.329305777114682087e+03
6.694469711079980812e+01 9.060262546796900551e+01 1.237828715115143041e+03
8.986639612498508711e+01 8.699128592816384753e+01 1.604533006483616873e+03
8.490250733803240735e+01 6.791218993343838406e+01 1.178410794691473711e+03
8.292929852208021657e+01 7.510719603019018109e+01 1.267198333142628371e+03
7.695689229845727652e+01 9.870638536349396475e+01 1.544252899853093368e+03
7.811342075572825649e+01 5.989610407424819982e+01 9.584629544942711163e+02
6.685730922808558319e+01 8.665483882857587616e+01 1.190546372354728646e+03
1.035279709342306234e+02 9.629205020807010840e+01 2.037501436808355493e+03
7.156149401497475537e+01 7.102118224555819381e+01 1.032052778673161583e+03
8.049636898577698219e+01 6.196764294634816395e+01 1.003870871970365897e+03
9.347568576496769310e+01 8.077796639258482969e+01 1.541066339796342390e+03
9.158016514547250608e+01 9.361065586653816695e+01 1.763672190367909934e+03
7.501037510530103702e+01 8.585256749418888944e+01 1.312101329822032312e+03
9.884146575145622649e+01 9.676670201849260877e+01 1.931489349999284286e+03
6.371162975549620455e+01 8.675788853414377400e+01 1.127870972559471966e+03
8.042199802991567026e+01 9.335468541065253589e+01 1.547861814343207698e+03
8.709633699842291321e+01 8.707050489722576003e+01 1.533641972276940351e+03
5.428253601926965644e+01 7.865854256018074864e+01 8.721276636398878281e+02
1.225699602263701422e+02 8.132816601036229542e+01 2.029056771832771119e+03
8.337294746941894630e+01 7.263110705400842448e+01 1.231610067030797381e+03
5.761108729974925780e+01 6.614882616165638751e+01 7.695245004873534072e+02
9.587650876768640273e+01 1.141928007143705202e+02 2.217585869630592242e+03
7.765660704800158953e+01 5.613459697781460989e+01 8.937166856194805860e+02
5.440849759386382800e+01 9.269335458842117248e+01 1.037681083218207050e+03
9.723685282539940999e+01 5.617144248378106397e+01 1.115764965168052640e+03
7.390472870506454228e+01 9.837824576797278553e+01 1.490465242331857553e+03
8.655214209891640564e+01 8.441494757028142715e+01 1.486504749424023885e+03
8.936138653752233552e+01 7.223785589451911449e+01 1.328497774569871126e+03
1.071825256512672695e+02 7.322094991595918145e+01 1.592139248012831786e+03
6.674333847911933049e+01 7.954712675874634442e+01 1.060420502091293656e+03
7.590272422219072723e+01 9.290832819749621763e+01 1.447347547142895564e+03
7.265014436092279482e+01 8.111464470024371565e+01 1.213402015826612342e+03
7.235313439828907178e+01 6.992103797425498612e+01 1.038839125492333551e+03
8.430779826848197445e+01 7.141325033666741717e+01 1.216297322137522997e+03
8.682947090933433287e+01 5.553879838527664958e+01 9.790389771046860687e+02
4.953693559223177800e+01 7.594508475954012283e+01 7.552911478904970863e+02
9.965341592975971707e+01 7.983853220364201775e+01 1.624664560907382793e+03
1.154299743880537790e+02 8.854261817547504165e+01 2.077336828807945039e+03
1.035061460450031774e+02 8.158536042972892233e+01 1.726220033396908775e+03
6.373869312889657834e+01 5.906920839423723635e+01 7.562899981781770293e+02
6.144597150410791642e+01 8.371002533294795001e+01 1.046429359498672511e+03
8.536237081858337206e+01 8.384894570695365701e+01 1.456954806151829644e+03
9.523230590945790652e+01 8.371271029545417264e+01 1.632005812507797827e+03
6.584206003710009725e+01 7.785323861383766086e+01 1.042592735429912409e+03
8.071601648848398725e+01 8.762559090376130655e+01 1.444913670233484027e+03
6.756044325503407322e+01 9.728229174969909820e+01 1.336053418831357931e+03
9.539928059419034412e+01 9.292021200138270842e+01 1.809768986624103945e+03
8.405457374691896177e+01 6.448907503108912920e+01 1.093555747491161355e+03
8.989026634655860448e+01 8.607443770210602452e+01 1.572055998114929025e+03
6.685851701607271025e+01 6.991852293592440049e+01 9.428536583448918691e+02
8.885969631262432245e+01 8.591669430790030049e+01 1.555575244660629551e+03
9.601920392564761642e+01 7.965103855235997798e+01 1.544430075286337569e+03
1.009802604657032390e+02 7.033666733633529589e+01 1.455347657989894060e+03
9.379397854143634561e+01 8.091813428894612059e+01 1.562269855388270116e+03
7.008865967720059587e+01 9.568929223577767118e+01 1.383085698144563366e+03
8.917283192367514744e+01 7.726539055039512505e+01 1.394783163372815579e+03
8.068534595808853283e+01 6.073756365548243252e+01 9.616209182104921638e+02
6.165557438897351972e+01 7.829743225880972091e+01 9.845439145243797157e+02
6.175520928616786875e+01 9.659318157175917463e+01 1.210353277481424129e+03
1.063137233181746950e+02 5.936801069380751272e+01 1.287183123677788672e+03
5.400012312206932563e+01 8.870477985100492901e+01 9.786033160460449380e+02
1.054241511347947267e+02 7.387472124671172935e+01 1.588228941897478080e+03
1.005293034603174647e+02 8.227811050982481333e+01 1.695406580512903247e+03
7.011769946731057246e+01 6.349038587927500998e+01 9.226198681071382453e+02
8.429553996262391991e+01 9.488357393618011315e+01 1.620021071402347388e+03
5.667873876071671191e+01 5.185377029445795927e+01 6.016967429412146657e+02
7.790295591231074468e+01 6.297899632472076803e+01 9.852624701170155959e+02
5.517003660241382335e+01 8.898732883804424887e+01 9.838183551553026973e+02
6.028629001111251284e+01 7.867461855372827984e+01 9.695003723780845348e+02
7.498001991774800956e+01 9.119346285475724301e+01 1.379716296438539530e+03
9.437577356028540976e+01 7.533051245349057012e+01 1.459379176782789955e+03
1.002687364596662576e+02 9.868864819105573361e+01 2.030344918063260138e+03
7.846484540282709474e+01 6.884495853032368018e+01 1.086821024865848813e+03
8.526046966365629487e+01 9.236040850801987290e+01 1.615945837603111613e+03
6.492538987443438714e+01 8.308613349331959341e+01 1.096949971075718395e+03
1.208772958404426277e+02 9.227552239726981043e+01 2.284221169346273200e+03
7.166082829758919104e+01 8.308900655478601038e+01 1.206403565033185259e+03
8.601885819239522846e+01 5.477429652661939485e+01 9.537087745708563489e+02
6.010669694428092669e+01 8.076872167840893724e+01 9.905088608457182318e+02
6.109603398139356756e+01 7.178003816609383136e+01 8.842440716913091592e+02
7.900641857502839116e+01 7.139450725113934482e+01 1.162340256133021512e+03
7.431341362801813943e+01 7.695099671164329891e+01 1.158216401647933708e+03
8.493265146226887907e+01 1.093102654215228711e+02 1.886723765661259222e+03
7.943389173999123898e+01 8.045518232883701160e+01 1.323224072163767914e+03
8.399672139835402618e+01 6.723737080173020786e+01 1.135646521204565261e+03
6.874901944193798897e+01 7.675816385972795786e+01 1.077457369985910191e+03
7.777062884526289110e+01 6.192381626857066124e+01 9.730336883550273797e+02
5.198208370651687460e+01 6.154784100012568615e+01 6.422803276260444818e+02
6.814467111266863242e+01 6.317917338003950078e+01 8.678587148492392771e+02
8.367219043845612703e+01 7.523970677823109554e+01 1.281617729066185575e+03
7.236295243929433241e+01 9.112742470964218455e+01 1.344912090442653607e+03
5.853326789672778574e+01 1.025738538735100036e+02 1.238822935011341315e+03
7.082483472087471910e+01 6.284401503981999326e+01 9.106902782076297171e+02
7.797039802959920962e+01 7.256243275668646220e+01 1.158767937200236247e+03
9.453308253772189573e+01 8.837416570989127251e+01 1.702048523889057833e+03
7.622028448857740557e+01 6.903516330394010936e+01 1.076700766357340171e+03
1.033976062226368811e+02 5.911318485762400599e+01 1.230665755879693052e+03
6.047501195670669460e+01 7.024257947367900101e+01 8.687633495450319288e+02
7.306513977117641900e+01 8.377963092709606485e+01 1.246252106807616656e+03
8.036273719233308555e+01 7.017877905156527163e+01 1.143640326930696119e+03
8.074340847157867529e+01 5.990983820709976726e+01 9.854532140235428415e+02
7.219365879696648847e+01 6.364765523937998637e+01 9.389523672330499267e+02
8.519564978694339175e+01 9.229464046902793939e+01 1.616735638784687580e+03
8.570109181141930321e+01 6.237959706913250102e+01 1.092699488386385838e+03
7.825596403041443239e+01 8.385135437652331802e+01 1.337095449219286365e+03
7.256425661281558348e+01 7.770178873003348485e+01 1.142951431736991026e+03
8.510546664917634985e+01 7.328375310609467874e+01 1.261529825192769749e+03
7.417016029648777931e+01 9.002527282188243873e+01 1.366983370779357529e+03
5.902193636326079229e+01 8.273971522689623725e+01 1.006884058708266593e+03
8.445985062720846770e+01 9.360635870126162672e+01 1.604378557912294582e+03
6.889247156933426197e+01 9.466694793997228885e+01 1.335152594821806588e+03
6.161558182442213649e+01 7.969127093547587037e+01 1.008061934280181276e+03
7.374420552077549473e+01 7.089809965640330347e+01 1.080520357115118486e+03
8.178639491937576622e+01 7.540589663249343744e+01 1.260675116632079380e+03
6.417793254282358362e+01 6.529996850427257016e+01 8.354177499526359725e+02
7.888330730888741016e+01 7.570257573630647130e+01 1.213084379839521262e+03
8.474168354504776346e+01 4.811365470615101003e+01 8.192524584720437133e+02
6.317521563933709672e+01 6.343102623860878708e+01 8.248491085353368817e+02
8.468960053029276480e+01 6.351149718388828092e+01 1.112508339751596395e+03
9.226041345146866490e+01 6.325520415876438562e+01 1.201743812672370950e+03
8.865948788451061091e+01 6.423747988761256522e+01 1.150509815174457117e+03
6.684314416379913837e+01 8.421828648343934276e+01 1.147605461986395767e+03
8.325246053551751402e+01 8.860159389163823107e+01 1.513289231498824620e+03
9.103080443244826370e+01 8.713705354510570089e+01 1.605949050681903373e+03
7.884799614946113877e+01 8.545142057211401720e+01 1.376307104337814053e+03
9.200870317746174010e+01 8.149169678021389984e+01 1.547865507763991900e+03
9.216066402012052095e+01 7.862916388207126772e+01 1.474587096666482466e+03
7.388194916705512583e+01 8.440657930803654097e+01 1.264556409043836084e+03
8.615755219110192797e+01 9.333584339340541192e+01 1.637447023660969535e+03
9.725097772282572350e+01 1.050419459812400760e+02 2.085105296093745437e+03
5.971364705923716798e+01 4.848347788306260497e+01 5.852375364845644299e+02
5.821073783616590447e+01 9.992234275784248609e+01 1.179648872155316894e+03
8.971467325837764406e+01 8.032716289565037471e+01 1.466355124766290828e+03
7.366179482016374891e+01 7.888970006863347351e+01 1.169397110186757118e+03
7.126032455700277524e+01 8.279989512533589391e+01 1.187155361137975888e+03
9.892145468969715694e+01 8.175329020684483794e+01 1.638163544914096292e+03
4.623082100283801310e+01 1.021019806703733082e+02 9.746774959726326415e+02
7.645153971450321251e+01 9.189777205035291274e+01 1.444354879661180348e+03
7.716300004705965421e+01 8.446160387205978282e+01 1.326924419687322825e+03
9.226659891814857417e+01 6.717061888779190326e+01 1.250505858545310730e+03
7.718482565972099962e+01 1.013670149768832118e+02 1.594798709834284409e+03
8.478916217737273087e+01 9.871260197727329455e+01 1.714616988894416636e+03
5.895931948985860771e+01 9.968124373065565180e+01 1.199244122889384016e+03
7.993804457414375975e+01 9.283496135472525168e+01 1.516815325950339911e+03
8.252042192465499681e+01 8.694355955477422526e+01 1.458167333148211583e+03
7.005283694865542543e+01 9.388960190727743793e+01 1.335425100287327723e+03
6.337461938721197896e+01 8.054474050849498212e+01 1.038487232950447606e+03
7.311847339370389420e+01 6.453724219212551816e+01 9.591337147906476730e+02
6.201030732606734830e+01 8.137842860994032890e+01 1.033098987954024778e+03
7.512823198782386669e+01 5.243469536427174660e+01 8.132955696635077629e+02
8.747571721594977134e+01 1.131636983725410346e+02 2.013405886081138078e+03
7.374035891517368668e+01 7.256121533267504731e+01 1.097425791824531643e+03
9.013120772581427786e+01 1.144062505406612900e+02 2.092294386063681941e+03
7.560353046761547091e+01 9.375061433024228563e+01 1.458828778278915024e+03
6.734747325761014736e+01 6.740641983580675856e+01 9.287788186335852743e+02
1.167555547982648676e+02 9.326297032077792437e+01 2.220125158170128543e+03
8.299179487411950618e+01 5.409154336226552573e+01 8.974401638083817261e+02
6.810947960895744302e+01 8.876113614880515001e+01 1.232060959071259276e+03
9.101951012193886470e+01 9.180930302794453723e+01 1.715469752382417482e+03
1.022784900182632981e+02 6.397370882989360297e+01 1.326427023277917215e+03
1.014160837731053419e+02 6.454143609897802492e+01 1.331549672017605644e+03
6.347417804096140515e+01 8.236218234137238881e+01 1.077516587031674817e+03
6.155571494641318964e+01 1.149921563628535637e+02 1.451583233456878816e+03
8.466585621596340161e+01 7.028710218866160631e+01 1.214076210808109636e+03
5.680688955059969203e+01 8.579071110690708224e+01 9.755539199152564152e+02
8.286255939441578278e+01 5.856816489066766707e+01 9.906084127154399539e+02
3.975149370578335351e+01 7.481070185259567040e+01 6.000633223729079191e+02
5.669467388694264542e+01 7.262177970140906780e+01 8.343692084715763713e+02
7.729575106722988664e+01 9.220835912487291353e+01 1.433133714272507405e+03
8.056540397875404835e+01 7.456298015586637007e+01 1.221711952222873606e+03
8.313017223048602489e+01 7.720143681484310605e+01 1.307339136883630317e+03
9.218272465034728214e+01 7.472736038873469511e+01 1.407663905264693540e+03
8.689351412919735651e+01 7.609143342287255507e+01 1.350933871092321169e+03
9.356925325690293960e+01 6.219463135307812962e+01 1.184976898526688046e+03
7.887759302673747186e+01 7.575453223431915717e+01 1.213483223898006145e+03
6.577971843254535145e+01 7.368331952672437524e+01 9.882576808749714701e+02
6.997324464310777614e+01 9.402396116555948424e+01 1.339878291656126066e+03
8.807716781002375228e+01 5.949726820678922934e+01 1.053290694356272752e+03
8.535632777735129650e+01 8.372329508984891788e+01 1.471400796485667797e+03
7.953988077275495527e+01 7.106745384479532390e+01 1.148326516419107065e+03
8.951994629629813005e+01 8.583841733388962325e+01 1.578422787978698580e+03
8.551032424093672546e+01 8.295254370019208068e+01 1.438266912782786676e+03
5.296449847191982485e+01 9.008421738195049500e+01 9.723953236286995434e+02
8.676415286150754014e+01 9.523956634536018839e+01 1.670234352046478080e+03
7.881854544030308318e+01 7.519126383752765719e+01 1.207911807189899946e+03
7.050380426497359565e+01 1.003510726651041551e+02 1.436416357435225109e+03
7.679028381516340573e+01 6.544573473675094988e+01 1.022951605109442426e+03
8.264957576059138944e+01 9.843400620782121280e+01 1.664317199637576550e+03
8.694445381274894658e+01 9.627323157152230237e+01 1.713613155552745184e+03
8.068734461681107462e+01 6.443740804556500734e+01 1.074784156457781819e+03
6.524174510528288806e+01 6.580073687988451070e+01 8.749393304264862081e+02
6.923690716387596922e+01 7.200879139464852585e+01 1.009871629574953658e+03
7.381606872367264316e+01 7.039431149850612712e+01 1.070308098179538320e+03
8.529840091031263682e+01 1.016650654718788189e+02 1.762028376094455325e+03
8.803146571263143016e+01 6.300036175150772522e+01 1.132290140456592781e+03
9.072053548884552754e+01 6.442967824504549412e+01 1.197434093412380662e+03
6.971200811803706188e+01 7.165821696523030937e+01 1.022331419771612218e+03
1.079223766357536931e+02 1.033392289053942079e+02 2.273557888157126854e+03
1.255515274158153716e+02 8.974788542227844346e+01 2.287690864273058196e+03
5.761198004623870617e+01 9.000602926226298450e+01 1.066266001563153623e+03
5.825065011716301910e+01 6.460184622103741958e+01 7.647459439409253719e+02
6.833787675304307641e+01 8.174656003896271272e+01 1.118026305629663284e+03
7.855534339623123685e+01 8.264354373105716434e+01 1.306737201725427667e+03
7.301332034053686471e+01 6.362794096919056841e+01 9.451067433187590723e+02
9.143447038098285873e+01 8.092558238245150903e+01 1.501010851786265221e+03
8.557815294475020096e+01 8.725737755669375417e+01 1.513929856098385244e+03
7.768220647788287181e+01 9.353476585632371609e+01 1.471983115279759431e+03
7.156708993302139277e+01 7.273304448561685831e+01 1.058902205375304902e+03
7.536241879673525546e+01 5.788816611902559828e+01 8.961375738614268585e+02
7.669913965103461351e+01 7.886814765060871935e+01 1.233656165814049473e+03
8.720039835688247365e+01 1.229806034708775542e+02 2.193231015474025298e+03
7.291075152564371820e+01 1.179615724497217712e+02 1.759321566047140777e+03
6.621543574761581397e+01 3.990234023773199823e+01 5.429523367606484499e+02
7.190368208165298824e+01 1.016451916045844968e+02 1.493253919241081348e+03
9.670749048017623295e+01 8.490195763128542694e+01 1.669010122722233518e+03
7.291058512663633451e+01 1.196354597006439349e+02 1.773239986326364715e+03
9.434185887581440966e+01 7.412085916701870758e+01 1.448035533661998670e+03
8.845209575157572601e+01 9.700047382279592512e+01 1.738480275934588917e+03
1.080849199912228755e+02 8.917217019803500477e+01 1.959498367285578979e+03
9.702022683803039627e+01 6.398201404288742822e+01 1.265040099051519064e+03
6.388202276359459120e+01 6.816982714344388228e+01 8.726290003792754533e+02
7.745315672443150845e+01 7.453149808126363496e+01 1.175107733614455356e+03
5.382385193059417361e+01 6.355125923727491966e+01 6.959015810846286740e+02
8.627890978393274679e+01 1.079513150068162020e+02 1.892107180559102744e+03
7.508604317766005920e+01 7.283332929910582720e+01 1.111583466116589307e+03
9.140812504635538005e+01 7.236232600507716484e+01 1.379931891999278378e+03
1.036537064208454950e+02 6.618572457853669277e+01 1.400597152323066211e+03
7.608558760208603644e+01 8.439030159469704984e+01 1.333188444920890788e+03
8.542932295894992478e+01 7.938903362287631182e+01 1.365333018803357390e+03
6.835836200372855842e+01 1.176131632980131485e+02 1.626093618693687631e+03
7.057319692551084245e+01 1.017268909511105619e+02 1.485787130948343474e+03
7.440414201193105725e+01 1.105046248051398550e+02 1.682770962320529861e+03
8.221143692508158551e+01 6.805991419239651918e+01 1.133304392805474436e+03
5.350149510575539580e+01 8.522631476019620322e+01 9.293064137671875642e+02
7.983552758324438514e+01 9.415152675655093617e+01 1.533253291778089988e+03
1.006402489471044532e+02 9.343979902321360953e+01 1.921286504422210555e+03
5.059091985934819036e+01 9.354753562525887389e+01 9.633601913810022097e+02
7.504741144664194508e+01 8.900189751500197133e+01 1.354867901498104857e+03
8.270400971638483156e+01 6.897016120769740155e+01 1.159352039070162618e+03
5.176087229691205494e+01 5.366263527261101274e+01 5.551136235558678891e+02
8.338336432060943082e+01 5.798827255588425800e+01 9.677711497061683303e+02
9.517831382845437815e+01 7.461381158792511314e+01 1.452408714369085828e+03
1.027364489855778373e+02 1.056267682939708834e+02 2.187323462100995130e+03
8.663646884058148601e+01 8.081152564756871470e+01 1.425689594763460491e+03
4.829828905234188596e+01 8.354967198778000181e+01 8.231932883213950163e+02
8.680951649726316077e+01 7.291733286351598053e+01 1.272489015346797487e+03
8.922303556548166625e+01 6.894623581122512235e+01 1.247667525736836978e+03
9.083498817599227948e+01 9.166046342687171489e+01 1.696024527549338472e+03
8.881000611160310143e+01 1.082446202221063061e+02 1.949944209001502713e+03
9.351887398717917677e+01 6.211217548881042205e+01 1.188977077828717483e+03
7.778058640261401990e+01 6.592670036178176929e+01 1.047016317438548640e+03
7.584452168117596216e+01 6.184203130577316188e+01 9.496407070269467567e+02
7.197238577489989098e+01 7.688533077523680959e+01 1.130064973539306948e+03
9.141805478265547436e+01 8.166545829193825057e+01 1.517143752425016373e+03
6.525740973817659096e+01 6.032597845809352322e+01 7.946149956168562767e+02
9.673005564908820020e+01 7.798592647133672529e+01 1.534602187883946044e+03
9.331587218478777856e+01 8.750132302868996703e+01 1.678838049131504476e+03
7.586564440331251546e+01 7.707536047954548053e+01 1.195148429585687381e+03
8.823042060149582255e+01 7.783670791345060991e+01 1.391946827087329211e+03
9.176707206745646772e+01 7.931059947611893790e+01 1.484514978116831571e+03
9.421256225287125119e+01 7.026211262503225896e+01 1.364992064931989944e+03
8.928137591395130812e+01 8.687108434933229262e+01 1.576772514330172953e+03
8.799055289705057703e+01 8.717943729718189161e+01 1.577543964101823349e+03
6.513284517375853966e+01 7.905882774374201460e+01 1.046418815131914698e+03
7.108108216035562066e+01 8.380951552333183940e+01 1.209343187292568018e+03
6.756449489940347064e+01 9.130379059499944105e+01 1.254690738553696974e+03
5.127634759164270406e+01 8.106886220743517413e+01 8.423791119546666550e+02
8.712808168783394080e+01 7.313219401770317063e+01 1.290767381537445090e+03
9.722593274695682908e+01 7.746622997954978018e+01 1.550097963053304284e+03
8.988231912015979219e+01 6.311843777566564739e+01 1.159244788691027225e+03
6.040569323244048405e+01 9.462654857041789569e+01 1.166962172677090393e+03
7.907743723361059551e+01 1.058306270226955661e+02 1.701132517439794810e+03
9.415300935500009416e+01 7.738396544490019835e+01 1.471016274574204090e+03
6.080394902633037901e+01 4.946008530625312716e+01 6.115083042047916706e+02
5.651839045200448908e+01 7.690171659022219330e+01 8.751436487538792335e+02
5.161327853062880422e+01 9.641496032361506252e+01 1.007098391825896215e+03
7.412391108219745206e+01 7.264389428785169400e+01 1.110264678950626603e+03
1.084486878652900259e+02 7.967185051635279081e+01 1.749834670948389430e+03
7.299086693384911939e+01 8.256075501576536624e+01 1.221856318812938525e+03
7.982005595794134933e+01 5.740032400211676133e+01 9.318086440372754851e+02
7.028370775677899474e+01 6.646535253562348089e+01 9.457239284543572921e+02
6.912071257587258799e+01 9.066448460877100501e+01 1.272353442909986597e+03
7.201804924875122538e+01 8.681378044950190542e+01 1.276412425230081226e+03
6.020026174014655851e+01 8.472482663772890987e+01 1.027966800555698455e+03
6.022276405525403220e+01 9.230006987861963808e+01 1.116728144158165605e+03
7.931159544362580505e+01 8.533756029178937297e+01 1.384922546808638117e+03
5.510875358409398217e+01 8.858818703366735292e+01 9.976541886714968541e+02
9.037911248092504479e+01 7.147005026196396216e+01 1.295504425112465242e+03
7.740547959497172315e+01 8.737398248703468084e+01 1.384321457002085026e+03
8.788776446115440422e+01 6.992410774687085961e+01 1.250857820821523092e+03
4.458906620315290326e+01 6.056465097119743035e+01 5.424125406268263987e+02
7.341381817956649058e+01 7.340615517142865087e+01 1.095440238885873214e+03
8.176584143949938266e+01 8.321710198517966717e+01 1.391749152316506979e+03
8.146727642675857339e+01 7.333790692139690748e+01 1.204244803077264578e+03
7.756009792256691071e+01 1.033317553955213981e+02 1.643800344420487363e+03
7.258760966028275163e+01 9.553321005076392680e+01 1.425080779495662227e+03
7.564772934013669214e+01 8.586398725617775085e+01 1.321443515091496693e+03
8.074418431763245962e+01 9.117269741546039086e+01 1.502305868987446274e+03
8.131283349742550115e+01 9.834741246356236388e+01 1.625412775975710701e+03
8.715007155379787207e+01 4.314565123027691840e+01 7.544180376917473723e+02
9.486956938701085562e+01 7.736338605726706419e+01 1.489841210167803865e+03
8.856084978171715250e+01 5.037952079096861269e+01 9.179839439186591790e+02
8.672914333964915556e+01 1.004552317632236935e+02 1.766028436239594157e+03
8.075238224237773466e+01 8.816521873323445391e+01 1.450728933549832391e+03
1.002974836023200709e+02 7.736774064627540781e+01 1.585057031005248746e+03
7.958944106128116402e+01 8.075691107253531698e+01 1.319869033801373689e+03
6.925865985883108067e+01 4.839489115222952620e+01 6.737945367100858221e+02
5.742112042189313570e+01 9.463606912032933849e+01 1.111507903785139206e+03
7.782888779498681231e+01 7.563709905909909992e+01 1.205387583404026827e+03
8.729455519888013271e+01 7.256180847321425631e+01 1.297021587495445601e+03
7.367975130262465200e+01 7.564401741865276563e+01 1.142578528794843805e+03
9.702198690713602502e+01 8.028739979177687758e+01 1.590846001646985542e+03
6.986958619960181238e+01 9.571973806213088665e+01 1.355807423651260024e+03
9.048229730039908247e+01 5.569666314491290393e+01 1.015479694676326517e+03
7.106899782647769825e+01 7.686904977389359317e+01 1.110411787979040355e+03
9.934588368268894953e+01 8.801104334312972810e+01 1.780763186770630000e+03
9.856996747345934295e+01 5.232936991071652955e+01 1.049069707330743995e+03
1.009859123706440869e+02 3.924974357338983566e+01 8.084420022468405023e+02
7.714133627005040239e+01 8.712490148628899078e+01 1.377704886342625286e+03
8.872377668244978111e+01 9.556254317556661704e+01 1.734512726515861459e+03
6.241147726192965450e+01 9.126705084830206260e+01 1.182243687742757174e+03
7.815990024958816207e+01 6.043445253434766329e+01 9.564895172483996930e+02
9.639799128227043923e+01 9.599202432624011294e+01 1.889220440515565770e+03
8.473923768061136741e+01 8.369609994365754346e+01 1.445548863048151816e+03
8.218461889930811992e+01 8.019868234783646699e+01 1.350153484013276284e+03
8.300235377246498558e+01 9.738750099019706852e+01 1.657441618043948438e+03
8.763472701462154646e+01 6.285558207343954962e+01 1.136137224994828330e+03
